Number,Name,Type1,Type2,Total,Attack,Defense,SP Attack,SP Defense,Speed,Weight,Ability1,Ability2,AbilityHA,Possible Moves
0033,Nidorino,Poison,,365,61,72,57,55,55,19.5 kg (43.0 lbs),Poison Point,Rivalry,Hustle,"Amnesia, Attract, Beat Up, Blizzard, Confusion, Counter, Cut, Dig, Disable, Double Kick, Double Team, Earth Power, Endure, Facade, Flatter, Focus Energy, Fury Attack, Head Smash, Helping Hand, Horn Attack, Horn Drill, Ice Beam, Iron Tail, Leer, Peck, Poison Jab, Poison Sting, Poison Tail, Protect, Rain Dance, Rest, Rock Smash, Shadow Claw, Shock Wave, Sleep Talk, Sludge Bomb, Strength, Substitute, Sucker Punch, Sunny Day, Supersonic, Swagger, Take Down, Thief, Thrash, Thunder, Thunderbolt, Toxic, Toxic Spikes, Venom Drench, Water Pulse"
0034,Nidoking,Poison,Ground,505,81,102,77,85,75,62.0 kg (136.7 lbs),Poison Point,Rivalry,Sheer Force,"Amnesia, Attract, Avalanche, Beat Up, Blizzard, Brick Break, Bulldoze, Confusion, Counter, Cut, Dig, Disable, Double Kick, Double Team, Dragon Pulse, Earth Power, Earthquake, Endure, Facade, Fire Blast, Flamethrower, Flatter, Fling, Focus Blast, Focus Energy, Focus Punch, Fury Attack, Giga Impact, Head Smash, Helping Hand, Horn Attack, Horn Drill, Hyper Beam, Ice Beam, Iron Tail, Leer, Megahorn, Peck, Poison Jab, Poison Sting, Poison Tail, Protect, Rain Dance, Rest, Roar, Rock Climb, Rock Slide, Rock Smash, Rock Tomb, Sandstorm, Shadow Ball, Shadow Claw, Shock Wave, Sleep Talk, Sludge Bomb, Sludge Wave, Stealth Rock, Stone Edge, Strength, Substitute, Sucker Punch, Sunny Day, Supersonic, Surf, Swagger, Take Down, Taunt, Thief, Thrash, Thunder, Thunderbolt, Torment, Toxic, Toxic Spikes, Venom Drench, Water Pulse"
0035,Clefairy,Fairy,,323,70,45,48,60,65,7.5 kg (16.5 lbs),Cute Charm,Magic Guard,Friend Guard,"After You, Amnesia, Aromatherapy, Attract, Baby-Doll Eyes, Belly Drum, Blizzard, Brick Break, Calm Mind, Charge Beam, Charm, Copycat, Cosmic Power, Covet, Dazzling Gleam, Defense Curl, Dig, Disarming Voice, Double Team, Double-Edge, Drain Punch, Draining Kiss, Dream Eater, Encore, Endure, Facade, Fairy Wind, Fake Tears, Fire Blast, Flamethrower, Flash, Fling, Focus Punch, Follow Me, Grass Knot, Gravity, Growl, Heal Pulse, Healing Wish, Ice Beam, Iron Tail, Life Dew, Light Screen, Meteor Mash, Metronome, Mimic, Minimize, Misty Terrain, Moonblast, Moonlight, Pound, Present, Protect, Psych Up, Psychic, Rain Dance, Recycle, Reflect, Rest, Rock Smash, Safeguard, Shadow Ball, Shock Wave, Sing, Sleep Talk, Solar Beam, Splash, Stealth Rock, Stored Power, Strength, Substitute, Sunny Day, Swagger, Sweet Kiss, Tackle, Thunder, Thunder Wave, Thunderbolt, Tickle, Water Pulse, Wish, Work Up"
0036,Clefable,Fairy,,483,95,70,73,95,90,40.0 kg (88.2 lbs),Cute Charm,Magic Guard,Unaware,"After You, Amnesia, Aromatherapy, Attract, Baby-Doll Eyes, Belly Drum, Blizzard, Brick Break, Calm Mind, Charge Beam, Charm, Copycat, Cosmic Power, Covet, Dazzling Gleam, Defense Curl, Dig, Disarming Voice, Double Team, Double-Edge, Drain Punch, Draining Kiss, Dream Eater, Encore, Endure, Facade, Fairy Wind, Fake Tears, Fire Blast, Flamethrower, Flash, Fling, Focus Blast, Focus Punch, Follow Me, Giga Impact, Grass Knot, Gravity, Growl, Heal Pulse, Healing Wish, Hyper Beam, Ice Beam, Iron Tail, Life Dew, Light Screen, Meteor Mash, Metronome, Mimic, Minimize, Misty Terrain, Moonblast, Moonlight, Pound, Present, Protect, Psych Up, Psychic, Rain Dance, Recycle, Reflect, Rest, Rock Smash, Safeguard, Shadow Ball, Shock Wave, Sing, Sleep Talk, Solar Beam, Splash, Stealth Rock, Stored Power, Strength, Substitute, Sunny Day, Swagger, Sweet Kiss, Tackle, Thunder, Thunder Wave, Thunderbolt, Tickle, Water Pulse, Wish, Work Up"
0037,Vulpix,Fire,,299,38,41,40,50,65,9.9 kg (21.8 lbs),Flash Fire,,Drought,"Attract, Baby-Doll Eyes, Confuse Ray, Dark Pulse, Dig, Disable, Double Team, Ember, Endure, Energy Ball, Extrasensory, Facade, Fire Blast, Fire Spin, Flail, Flame Charge, Flame Wheel, Flamethrower, Flare Blitz, Grudge, Heat Wave, Hex, Howl, Hypnosis, Imprison, Incinerate, Inferno, Iron Tail, Memento, Nasty Plot, Overheat, Payback, Power Swap, Protect, Psych Up, Quick Attack, Rest, Roar, Safeguard, Sleep Talk, Spite, Substitute, Sunny Day, Swagger, Tail Whip, Will-O-Wisp"
0037,Vulpix,Ice,,299,38,41,40,50,65,9.9 kg (21.8 lbs),Flash Fire,,Drought,"Attract, Baby-Doll Eyes, Confuse Ray, Dark Pulse, Dig, Disable, Double Team, Ember, Endure, Energy Ball, Extrasensory, Facade, Fire Blast, Fire Spin, Flail, Flame Charge, Flame Wheel, Flamethrower, Flare Blitz, Grudge, Heat Wave, Hex, Howl, Hypnosis, Imprison, Incinerate, Inferno, Iron Tail, Memento, Nasty Plot, Overheat, Payback, Power Swap, Protect, Psych Up, Quick Attack, Rest, Roar, Safeguard, Sleep Talk, Spite, Substitute, Sunny Day, Swagger, Tail Whip, Will-O-Wisp"
0038,Ninetales,Fire,,505,73,76,75,81,100,19.9 kg (43.9 lbs),Flash Fire,,Drought,"Attract, Baby-Doll Eyes, Calm Mind, Confuse Ray, Dark Pulse, Dig, Disable, Double Team, Dream Eater, Ember, Endure, Energy Ball, Extrasensory, Facade, Fire Blast, Fire Spin, Flail, Flame Charge, Flame Wheel, Flamethrower, Flare Blitz, Giga Impact, Grudge, Heat Wave, Hex, Howl, Hyper Beam, Hypnosis, Imprison, Incinerate, Inferno, Iron Tail, Memento, Nasty Plot, Overheat, Payback, Power Swap, Protect, Psych Up, Quick Attack, Rest, Roar, Safeguard, Shadow Ball, Sleep Talk, Solar Beam, Spite, Substitute, Sunny Day, Swagger, Tail Whip, Will-O-Wisp"
0038,Ninetales,Ice,Fairy,505,73,67,75,81,100,19.9 kg (43.9 lbs),Flash Fire,,Drought,"Attract, Baby-Doll Eyes, Calm Mind, Confuse Ray, Dark Pulse, Dig, Disable, Double Team, Dream Eater, Ember, Endure, Energy Ball, Extrasensory, Facade, Fire Blast, Fire Spin, Flail, Flame Charge, Flame Wheel, Flamethrower, Flare Blitz, Giga Impact, Grudge, Heat Wave, Hex, Howl, Hyper Beam, Hypnosis, Imprison, Incinerate, Inferno, Iron Tail, Memento, Nasty Plot, Overheat, Payback, Power Swap, Protect, Psych Up, Quick Attack, Rest, Roar, Safeguard, Shadow Ball, Sleep Talk, Solar Beam, Spite, Substitute, Sunny Day, Swagger, Tail Whip, Will-O-Wisp"
0039,Jigglypuff,Normal,Fairy,270,115,45,20,45,25,5.5 kg (12.1 lbs),Cute Charm,Competitive,Friend Guard,"Amnesia, Baton Pass, Blizzard, Body Press, Body Slam, Brick Break, Calm Mind, Charm, Chilling Water, Copycat, Covet, Dark Pulse, Dazzling Gleam, Defense Curl, Dig, Disable, Disarming Voice, Double-Edge, Drain Punch, Draining Kiss, Echoed Voice, Encore, Endure, Energy Ball, Facade, Fake Tears, Fire Blast, Fire Punch, Flamethrower, Fling, Grass Knot, Gravity, Gyro Ball, Heal Pulse, Helping Hand, Hyper Voice, Ice Beam, Ice Punch, Ice Spinner, Icy Wind, Last Resort, Light Screen, Magical Leaf, Metronome, Mimic, Misty Terrain, Nasty Plot, Perish Song, Play Rough, Pound, Present, Protect, Psychic, Psyshock, Rain Dance, Reflect, Rest, Rollout, Round, Sandstorm, Shadow Ball, Sing, Skill Swap, Sleep Talk, Solar Beam, Spit Up, Stealth Rock, Stockpile, Stored Power, Substitute, Sunny Day, Swallow, Sweet Kiss, Swift, Take Down, Taunt, Tera Blast, Thief, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Trailblaze, Water Pulse, Wild Charge, Wish, Zen Headbutt"
0040,Wigglytuff,Normal,Fairy,435,140,70,45,85,50,12.0 kg (26.5 lbs),Cute Charm,Competitive,Frisk,"Amnesia, Baton Pass, Blizzard, Body Press, Body Slam, Brick Break, Calm Mind, Charm, Chilling Water, Copycat, Covet, Dark Pulse, Dazzling Gleam, Defense Curl, Dig, Disable, Disarming Voice, Double-Edge, Drain Punch, Draining Kiss, Echoed Voice, Encore, Endure, Energy Ball, Facade, Fake Tears, Fire Blast, Fire Punch, Flamethrower, Fling, Focus Blast, Giga Impact, Grass Knot, Gravity, Gyro Ball, Heal Pulse, Helping Hand, Hyper Beam, Hyper Voice, Ice Beam, Ice Punch, Ice Spinner, Icy Wind, Last Resort, Light Screen, Magical Leaf, Metronome, Mimic, Misty Terrain, Nasty Plot, Perish Song, Play Rough, Pound, Present, Protect, Psychic, Psyshock, Rain Dance, Reflect, Rest, Rollout, Round, Sandstorm, Shadow Ball, Sing, Skill Swap, Sleep Talk, Solar Beam, Spit Up, Stealth Rock, Stockpile, Stored Power, Substitute, Sunny Day, Swallow, Sweet Kiss, Swift, Take Down, Taunt, Tera Blast, Thief, Thunder, Thunder Punch, Thunder Wave, Thunderbolt, Trailblaze, Water Pulse, Wild Charge, Wish, Zen Headbutt"
0041,Zubat,Poison,Flying,245,40,45,35,30,40,7.5 kg (16.5 lbs),Inner Focus,,Infiltrator,"Absorb, Aerial Ace, Air Cutter, Air Slash, Astonish, Attract, Bite, Brave Bird, Confuse Ray, Cross Poison, Curse, Defog, Double Team, Endure, Facade, Fly, Giga Drain, Gust, Haze, Hypnosis, Leech Life, Mean Look, Nasty Plot, Payback, Pluck, Poison Fang, Protect, Quick Attack, Quick Guard, Rain Dance, Rest, Roost, Shadow Ball, Sleep Talk, Sludge Bomb, Steel Wing, Substitute, Sunny Day, Supersonic, Swagger, Taunt, Thief, Torment, U-turn, Venom Drench, Venoshock, Whirlwind, Wing Attack, Zen Headbutt"
0042,Golbat,Poison,Flying,455,75,80,70,65,75,55.0 kg (121.3 lbs),Inner Focus,,Infiltrator,"Absorb, Aerial Ace, Air Cutter, Air Slash, Astonish, Attract, Bite, Brave Bird, Confuse Ray, Cross Poison, Curse, Defog, Double Team, Endure, Facade, Fly, Giga Drain, Giga Impact, Gust, Haze, Hyper Beam, Hypnosis, Leech Life, Mean Look, Nasty Plot, Payback, Pluck, Poison Fang, Protect, Quick Attack, Quick Guard, Rain Dance, Rest, Roost, Screech, Shadow Ball, Sleep Talk, Sludge Bomb, Steel Wing, Substitute, Sunny Day, Supersonic, Swagger, Taunt, Thief, Torment, U-turn, Venom Drench, Venoshock, Whirlwind, Wing Attack, Zen Headbutt"
0043,Oddish,Grass,Poison,320,45,50,55,75,65,5.4 kg (11.9 lbs),Chlorophyll,,Run Away,"Absorb, Acid, After You, Attract, Bullet Seed, Charm, Cut, Dazzling Gleam, Double Team, Endure, Energy Ball, Facade, Flail, Flash, Giga Drain, Grass Knot, Grassy Terrain, Growth, Ingrain, Leech Seed, Mega Drain, Moonblast, Moonlight, Nature Power, Petal Dance, Poison Powder, Protect, Razor Leaf, Rest, Sleep Powder, Sleep Talk, Sludge Bomb, Solar Beam, Strength Sap, Stun Spore, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Synthesis, Teeter Dance, Tickle, Toxic"
0044,Gloom,Grass,Poison,395,60,65,70,85,75,8.6 kg (19.0 lbs),Chlorophyll,,Stench,"Absorb, Acid, After You, Attract, Bullet Seed, Charm, Cut, Dazzling Gleam, Double Team, Drain Punch, Endure, Energy Ball, Facade, Flail, Flash, Fling, Giga Drain, Grass Knot, Grassy Terrain, Growth, Ingrain, Leech Seed, Mega Drain, Moonblast, Moonlight, Nature Power, Petal Dance, Poison Powder, Protect, Razor Leaf, Rest, Sleep Powder, Sleep Talk, Sludge Bomb, Solar Beam, Strength Sap, Stun Spore, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Synthesis, Teeter Dance, Tickle, Toxic"
0045,Vileplume,Grass,Poison,490,75,80,85,110,90,18.6 kg (41.0 lbs),Chlorophyll,,Effect Spore,"Absorb, Acid, After You, Aromatherapy, Attract, Bullet Seed, Charm, Cut, Dazzling Gleam, Double Team, Drain Punch, Endure, Energy Ball, Facade, Flail, Flash, Fling, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Growth, Hyper Beam, Ingrain, Leech Seed, Mega Drain, Moonblast, Moonlight, Nature Power, Petal Blizzard, Petal Dance, Poison Powder, Protect, Razor Leaf, Rest, Safeguard, Sleep Powder, Sleep Talk, Sludge Bomb, Solar Beam, Strength Sap, Stun Spore, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Synthesis, Teeter Dance, Tickle, Toxic"
0046,Paras,Bug,Grass,285,35,70,55,45,55,5.4 kg (11.9 lbs),Effect Spore,Dry Skin,Damp,"Absorb, Aerial Ace, Agility, Aromatherapy, Attract, Brick Break, Bug Bite, Bullet Seed, Counter, Cross Poison, Cut, Dig, Double Team, Endure, Energy Ball, Facade, False Swipe, Fell Stinger, Flail, Flash, Fury Cutter, Giga Drain, Grass Knot, Grassy Terrain, Growth, Leech Seed, Light Screen, Metal Claw, Poison Powder, Protect, Psybeam, Rage Powder, Rest, Rock Smash, Scratch, Screech, Slash, Sleep Talk, Sludge Bomb, Solar Beam, Spore, Stun Spore, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Thief, Venoshock, Wide Guard, X-Scissor"
0047,Parasect,Bug,Grass,405,60,95,80,60,80,29.5 kg (65.0 lbs),Effect Spore,Dry Skin,Damp,"Absorb, Aerial Ace, Agility, Aromatherapy, Attract, Brick Break, Bug Bite, Bullet Seed, Counter, Cross Poison, Cut, Dig, Double Team, Endure, Energy Ball, Facade, False Swipe, Fell Stinger, Flail, Flash, Fury Cutter, Giga Drain, Giga Impact, Grass Knot, Grassy Terrain, Growth, Hyper Beam, Leech Seed, Light Screen, Metal Claw, Poison Powder, Protect, Psybeam, Rage Powder, Rest, Rock Smash, Scratch, Screech, Slash, Sleep Talk, Sludge Bomb, Solar Beam, Spore, Stun Spore, Substitute, Sunny Day, Swagger, Sweet Scent, Swords Dance, Thief, Venoshock, Wide Guard, X-Scissor"
0048,Venonat,Bug,Poison,305,60,55,50,40,55,30.0 kg (66.1 lbs),Compound Eyes,Tinted Lens,Run Away,"Acid Spray, Agility, Baton Pass, Bug Bite, Bug Buzz, Confuse Ray, Confusion, Disable, Endure, Energy Ball, Facade, Giga Drain, Leech Life, Mega Drain, Morning Sun, Night Shade, Poison Fang, Poison Powder, Pounce, Protect, Psybeam, Psychic, Rage Powder, Rest, Screech, Skill Swap, Sleep Powder, Sleep Talk, Sludge Bomb, Solar Beam, Struggle Bug, Stun Spore, Substitute, Sunny Day, Supersonic, Swift, Tackle, Take Down, Tera Blast, Thief, Toxic Spikes, Venoshock, Zen Headbutt"
0049,Venomoth,Bug,Poison,450,70,65,60,90,75,12.5 kg (27.6 lbs),Shield Dust,Tinted Lens,Wonder Skin,"Acid Spray, Acrobatics, Agility, Air Cutter, Air Slash, Baton Pass, Bug Bite, Bug Buzz, Confuse Ray, Confusion, Disable, Endure, Energy Ball, Facade, Giga Drain, Giga Impact, Hyper Beam, Leech Life, Morning Sun, Night Shade, Poison Fang, Poison Powder, Pounce, Protect, Psybeam, Psychic, Quiver Dance, Rage Powder, Rest, Screech, Skill Swap, Sleep Powder, Sleep Talk, Sludge Bomb, Solar Beam, Struggle Bug, Stun Spore, Substitute, Sunny Day, Supersonic, Swift, Tackle, Take Down, Tera Blast, Thief, Toxic Spikes, U-turn, Venoshock, Zen Headbutt"
0050,Diglett,Ground,,265,10,55,25,35,45,0.8 kg (1.8 lbs),Sand Veil,Arena Trap,Sand Force,"Ancient Power, Astonish, Bulldoze, Dig, Earth Power, Earthquake, Final Gambit, Fissure, Growl, Headbutt, Hone Claws, Iron Head, Memento, Metal Claw, Metal Sound, Mud-Slap, Sand Attack, Sandstorm, Scratch, Slash, Sucker Punch, Thrash"
0050,Diglett,Ground,Steel,265,10,55,30,35,45,0.8 kg (1.8 lbs),Sand Veil,Arena Trap,Sand Force,"Ancient Power, Astonish, Bulldoze, Dig, Earth Power, Earthquake, Final Gambit, Fissure, Growl, Headbutt, Hone Claws, Iron Head, Memento, Metal Claw, Metal Sound, Mud-Slap, Sand Attack, Sandstorm, Scratch, Slash, Sucker Punch, Thrash"
0051,Dugtrio,Ground,,425,35,100,50,50,70,33.3 kg (73.4 lbs),Sand Veil,Arena Trap,Sand Force,"Ancient Power, Astonish, Bulldoze, Dig, Earth Power, Earthquake, Final Gambit, Fissure, Growl, Headbutt, Hone Claws, Iron Head, Memento, Metal Claw, Mud-Slap, Night Slash, Sand Attack, Sand Tomb, Sandstorm, Scratch, Slash, Sucker Punch, Tri Attack"
0051,Dugtrio,Ground,Steel,425,35,100,60,50,70,33.3 kg (73.4 lbs),Sand Veil,Arena Trap,Sand Force,"Ancient Power, Astonish, Bulldoze, Dig, Earth Power, Earthquake, Final Gambit, Fissure, Growl, Headbutt, Hone Claws, Iron Head, Memento, Metal Claw, Mud-Slap, Night Slash, Sand Attack, Sand Tomb, Sandstorm, Scratch, Slash, Sucker Punch, Tri Attack"
0052,Meowth,Normal,,290,40,45,35,40,40,4.2 kg (9.3 lbs),Pickup,Technician,Unnerve,"Assurance, Bite, Covet, Fake Out, Feint, Flail, Fury Swipes, Growl, Hone Claws, Hypnosis, Last Resort, Metal Claw, Metal Sound, Nasty Plot, Night Slash, Pay Day, Play Rough, Scratch, Screech, Slash, Spite, Swagger, Tail Whip, Taunt, Thrash"
0052,Meowth,Dark,,290,40,35,35,50,40,4.2 kg (9.3 lbs),Pickup,Technician,Unnerve,"Assurance, Bite, Covet, Fake Out, Feint, Flail, Fury Swipes, Growl, Hone Claws, Hypnosis, Last Resort, Metal Claw, Metal Sound, Nasty Plot, Night Slash, Pay Day, Play Rough, Scratch, Screech, Slash, Spite, Swagger, Tail Whip, Taunt, Thrash"
0052,Meowth,Steel,,290,50,65,55,40,40,4.2 kg (9.3 lbs),Pickup,Technician,Unnerve,"Assurance, Bite, Covet, Fake Out, Feint, Flail, Fury Swipes, Growl, Hone Claws, Hypnosis, Last Resort, Metal Claw, Metal Sound, Nasty Plot, Night Slash, Pay Day, Play Rough, Scratch, Screech, Slash, Spite, Swagger, Tail Whip, Taunt, Thrash"
0053,Persian,Normal,,440,65,70,60,65,65,32.0 kg (70.5 lbs),Limber,Technician,Unnerve,"Assurance, Bite, Covet, Fake Out, Feint, Flail, Fury Swipes, Growl, Hypnosis, Last Resort, Nasty Plot, Night Slash, Pay Day, Play Rough, Power Gem, Quash, Scratch, Screech, Slash, Spite, Switcheroo, Tail Whip, Taunt"
0053,Persian,Dark,,440,65,60,60,75,65,32.0 kg (70.5 lbs),Limber,Technician,Unnerve,"Assurance, Bite, Covet, Fake Out, Feint, Flail, Fury Swipes, Growl, Hypnosis, Last Resort, Nasty Plot, Night Slash, Pay Day, Play Rough, Power Gem, Quash, Scratch, Screech, Slash, Spite, Switcheroo, Tail Whip, Taunt"
0054,Psyduck,Water,,320,50,52,48,65,50,19.6 kg (43.2 lbs),Damp,Cloud Nine,Swift Swim,"Amnesia, Aqua Tail, Blizzard, Body Slam, Brick Break, Bubble, Calm Mind, Chilling Water, Clear Smog, Confuse Ray, Confusion, Cross Chop, Dig, Disable, Encore, Endure, Facade, Fling, Fury Swipes, Helping Hand, Hydro Pump, Hypnosis, Ice Beam, Ice Punch, Icy Wind, Light Screen, Liquidation, Low Kick, Low Sweep, Metronome, Mud Shot, Nasty Plot, Protect, Psybeam, Psych Up, Psychic, Psyshock, Rain Dance, Rest, Scratch, Screech, Shadow Claw, Simple Beam, Skill Swap, Sleep Talk, Soak, Substitute, Surf, Swift, Tail Whip, Take Down, Taunt, Tera Blast, Thief, Trailblaze, Water Gun, Water Pulse, Waterfall, Wonder Room, Yawn, Zen Headbutt"
0055,Golduck,Water,,500,80,82,78,95,80,76.6 kg (168.9 lbs),Damp,Cloud Nine,Swift Swim,"Amnesia, Aqua Jet, Aqua Tail, Blizzard, Body Slam, Brick Break, Bubble, Calm Mind, Chilling Water, Clear Smog, Confuse Ray, Confusion, Cross Chop, Dig, Disable, Encore, Endure, Facade, Fling, Focus Blast, Fury Swipes, Giga Impact, Grass Knot, Helping Hand, Hydro Pump, Hyper Beam, Hypnosis, Ice Beam, Ice Punch, Icy Wind, Light Screen, Liquidation, Low Kick, Low Sweep, Metronome, Mud Shot, Nasty Plot, Power Gem, Protect, Psybeam, Psych Up, Psychic, Psyshock, Rain Dance, Rest, Scratch, Screech, Shadow Claw, Simple Beam, Skill Swap, Sleep Talk, Soak, Substitute, Surf, Swift, Tail Whip, Take Down, Taunt, Tera Blast, Thief, Trailblaze, Water Gun, Water Pulse, Waterfall, Wonder Room, Yawn, Zen Headbutt"
0056,Mankey,Fighting,,305,40,80,35,35,45,28.0 kg (61.7 lbs),Vital Spirit,Anger Point,Defiant,"Acrobatics, Assurance, Beat Up, Body Slam, Brick Break, Bulk Up, Bulldoze, Close Combat, Counter, Covet, Cross Chop, Curse, Dig, Drain Punch, Earthquake, Encore, Endure, Facade, Final Gambit, Fire Punch, Fling, Focus Blast, Focus Energy, Fury Swipes, Gunk Shot, Helping Hand, Ice Punch, Leer, Low Kick, Low Sweep, Metronome, Mud-Slap, Night Slash, Outrage, Overheat, Poison Jab, Protect, Rain Dance, Rest, Retaliate, Reversal, Rock Slide, Rock Tomb, Scary Face, Scratch, Screech, Seed Bomb, Seismic Toss, Shadow Claw, Skull Bash, Sleep Talk, Spite, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Swagger, Swift, Take Down, Taunt, Tera Blast, Thief, Thrash, Thunder Punch, Thunderbolt, U-turn"
0057,Primeape,Fighting,,455,65,105,60,60,70,32.0 kg (70.5 lbs),Vital Spirit,Anger Point,Defiant,"Acrobatics, Assurance, Beat Up, Body Slam, Brick Break, Bulk Up, Bulldoze, Close Combat, Counter, Covet, Cross Chop, Curse, Dig, Drain Punch, Earthquake, Encore, Endure, Facade, Final Gambit, Fire Punch, Fling, Focus Blast, Focus Energy, Fury Swipes, Giga Impact, Gunk Shot, Helping Hand, Hyper Beam, Ice Punch, Leer, Low Kick, Low Sweep, Metronome, Mud-Slap, Night Slash, Outrage, Overheat, Poison Jab, Protect, Rage Fist, Rain Dance, Rest, Retaliate, Reversal, Rock Slide, Rock Tomb, Scary Face, Scratch, Screech, Seed Bomb, Seismic Toss, Shadow Claw, Skull Bash, Sleep Talk, Spite, Stealth Rock, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Swagger, Swift, Take Down, Taunt, Tera Blast, Thief, Thrash, Thunder, Thunder Punch, Thunderbolt, U-turn"
0058,Growlithe,Fire,,350,55,70,45,70,50,19.0 kg (41.9 lbs),Intimidate,Flash Fire,Justified,"Agility, Bite, Covet, Crunch, Double Kick, Double-Edge, Ember, Fire Fang, Flame Wheel, Flamethrower, Flare Blitz, Head Smash, Helping Hand, Howl, Leer, Morning Sun, Play Rough, Raging Fury, Retaliate, Reversal, Roar, Rock Slide, Take Down, Thrash"
0058,Growlithe,Fire,Rock,350,60,75,45,65,50,19.0 kg (41.9 lbs),Intimidate,Flash Fire,Justified,"Agility, Bite, Covet, Crunch, Double Kick, Double-Edge, Ember, Fire Fang, Flame Wheel, Flamethrower, Flare Blitz, Head Smash, Helping Hand, Howl, Leer, Morning Sun, Play Rough, Raging Fury, Retaliate, Reversal, Roar, Rock Slide, Take Down, Thrash"
0059,Arcanine,Fire,,555,90,110,80,100,80,155.0 kg (341.7 lbs),Intimidate,Flash Fire,Justified,"Agility, Bite, Covet, Crunch, Double Kick, Double-Edge, Ember, Extreme Speed, Fire Fang, Flame Wheel, Flamethrower, Flare Blitz, Helping Hand, Howl, Leer, Morning Sun, Play Rough, Raging Fury, Retaliate, Reversal, Roar, Rock Slide, Rock Throw, Take Down, Thrash"
0059,Arcanine,Fire,Rock,555,95,115,80,95,80,155.0 kg (341.7 lbs),Intimidate,Flash Fire,Justified,"Agility, Bite, Covet, Crunch, Double Kick, Double-Edge, Ember, Extreme Speed, Fire Fang, Flame Wheel, Flamethrower, Flare Blitz, Helping Hand, Howl, Leer, Morning Sun, Play Rough, Raging Fury, Retaliate, Reversal, Roar, Rock Slide, Rock Throw, Take Down, Thrash"
0060,Poliwag,Water,,300,40,50,40,40,40,12.4 kg (27.3 lbs),Water Absorb,Damp,Swift Swim,"Attract, Belly Drum, Blizzard, Body Slam, Bubble Beam, Bulldoze, Dig, Double Team, Double-Edge, Earth Power, Encore, Endeavor, Endure, Facade, Hail, Haze, Hydro Pump, Hypnosis, Ice Beam, Mind Reader, Mist, Mud Shot, Pound, Protect, Psychic, Rain Dance, Rest, Scald, Sleep Talk, Splash, Substitute, Surf, Swagger, Thief, Water Gun, Water Pulse, Waterfall"
